起点,终点,划分,经纬度
陆丰站,惠州南站,56000D330720,"[115.733312,22.947791],[114.492213,22.78464]"
惠州南站,深圳北站,56000D330720,"[114.492213,22.78464],[114.029397,22.609756]"
济南站,泰山站,470000T13505,"[116.990918,36.67086],[117.109923,36.187122]"
泰山站,兖州站,470000T13505,"[117.109923,36.187122],[116.841104,35.556412]"
兖州站,滕州站,470000T13505,"[116.841104,35.556412],[117.153091,35.081273]"
滕州站,枣庄西站,470000T13505,"[117.153091,35.081273],[117.25453,34.792286]"
枣庄西站,徐州站,470000T13505,"[117.25453,34.792286],[117.206888,34.264954]"
徐州站,宿州站,470000T13505,"[117.206888,34.264954],[116.995137,33.638894]"
宿州站,蚌埠站,470000T13505,"[116.995137,33.638894],[117.378475,32.943137]"
蚌埠站,南京站,470000T13505,"[117.378475,32.943137],[118.797513,32.087122]"
南京站,镇江站,470000T13505,"[118.797513,32.087122],[119.432794,32.197714]"
镇江站,常州站,470000T13505,"[119.432794,32.197714],[119.973242,31.785213]"
常州站,无锡站,470000T13505,"[119.973242,31.785213],[120.306388,31.587908]"
无锡站,苏州站,470000T13505,"[120.306388,31.587908],[120.610855,31.329669]"
苏州站,上海南站,470000T13505,"[120.610855,31.329669],[121.429115,31.153182]"
上海南站,嘉兴站,470000T13505,"[121.429115,31.153182],[120.763429,30.764311]"
嘉兴站,海宁站,470000T13505,"[120.763429,30.764311],[120.685373,30.533652]"
海宁站,杭州东站,470000T13505,"[120.685373,30.533652],[120.213116,30.290998]"
杭州东站,绍兴站,470000T13505,"[120.213116,30.290998],[120.579668,30.014242]"
绍兴站,上虞站,470000T13505,"[120.579668,30.014242],[120.857116,30.001333]"
上虞站,余姚站,470000T13505,"[120.857116,30.001333],[121.161518,30.054501]"
余姚站,宁波站,470000T13505,"[121.161518,30.054501],[121.536807,29.861967]"
上海虹桥站,松江南站,5l000D313170,"[121.320038,31.193987],[121.229802,30.982871]"
松江南站,嘉兴南站,5l000D313170,"[121.229802,30.982871],[120.799816,30.690975]"
嘉兴南站,杭州东站,5l000D313170,"[120.799816,30.690975],[120.213116,30.290998]"
杭州东站,绍兴北站,5l000D313170,"[120.213116,30.290998],[120.53841,30.099434]"
绍兴北站,余姚北站,5l000D313170,"[120.53841,30.099434],[121.168323,30.098002]"
余姚北站,宁波站,5l000D313170,"[121.168323,30.098002],[121.536807,29.861967]"
宁波站,宁海站,5l000D313170,"[121.536807,29.861967],[121.42031,29.336069]"
宁海站,三门县站,5l000D313170,"[121.42031,29.336069],[121.362831,29.055099]"
三门县站,温岭站,5l000D313170,"[121.362831,29.055099],[121.325743,28.479405]"
温岭站,绅坊站,5l000D313170,"[121.325743,28.479405],[120.991846,28.196595]"
绅坊站,温州南站,5l000D313170,"[120.991846,28.196595],[120.585888,27.965853]"
温州南站,瑞安站,5l000D313170,"[120.585888,27.965853],[120.581982,27.76681]"
瑞安站,宁德站,5l000D313170,"[120.581982,27.76681],[119.583257,26.668927]"
宁德站,罗源站,5l000D313170,"[119.583257,26.668927],[119.581429,26.456562]"
罗源站,福州南站,5l000D313170,"[119.581429,26.456562],[119.390512,25.985417]"
福州南站,莆田站,5l000D313170,"[119.390512,25.985417],[119.063708,25.350188]"
莆田站,泉州站,5l000D313170,"[119.063708,25.350188],[118.567767,24.973049]"
泉州站,厦门北站,5l000D313170,"[118.567767,24.973049],[118.074093,24.636125]"
厦门北站,漳州站,5l000D313170,"[118.074093,24.636125],[117.71602,24.457696]"
漳州站,南靖站,5l000D313170,"[117.71602,24.457696],[117.449294,24.579074]"
南靖站,龙岩站,5l000D313170,"[117.449294,24.579074],[117.007704,25.09663]"
苏州站,苏州园区站,55000G750300,"[120.610855,31.329669],[120.710584,31.341098]"
苏州园区站,昆山南站,55000G750300,"[120.710584,31.341098],[120.950871,31.353131]"
昆山南站,上海虹桥站,55000G750300,"[120.950871,31.353131],[121.320038,31.193987]"
上海虹桥站,嘉兴南站,55000G750300,"[121.320038,31.193987],[120.799816,30.690975]"
嘉兴南站,杭州东站,55000G750300,"[120.799816,30.690975],[120.213116,30.290998]"
杭州东站,绍兴北站,55000G750300,"[120.213116,30.290998],[120.53841,30.099434]"
绍兴北站,宁波站,55000G750300,"[120.53841,30.099434],[121.536807,29.861967]"
宁波站,奉化站,55000G750300,"[121.536807,29.861967],[121.464575,29.627988]"
奉化站,宁海站,55000G750300,"[121.464575,29.627988],[121.42031,29.336069]"
宁海站,台州站,55000G750300,"[121.42031,29.336069],[121.289516,28.685767]"
上海虹桥站,嘉善南站,5l0000D37700,"[121.320038,31.193987],[120.935551,30.788447]"
嘉善南站,嘉兴南站,5l0000D37700,"[120.935551,30.788447],[120.799816,30.690975]"
嘉兴南站,杭州东站,5l0000D37700,"[120.799816,30.690975],[120.213116,30.290998]"
杭州东站,绍兴北站,5l0000D37700,"[120.213116,30.290998],[120.53841,30.099434]"
绍兴北站,余姚北站,5l0000D37700,"[120.53841,30.099434],[121.168323,30.098002]"
余姚北站,宁波站,5l0000D37700,"[121.168323,30.098002],[121.536807,29.861967]"
宁波站,台州站,5l0000D37700,"[121.536807,29.861967],[121.289516,28.685767]"
台州站,雁荡山站,5l0000D37700,"[121.289516,28.685767],[121.152033,28.341087]"
雁荡山站,乐清站,5l0000D37700,"[121.152033,28.341087],[120.859144,28.084415]"
乐清站,温州南站,5l0000D37700,"[120.859144,28.084415],[120.585888,27.965853]"
温州南站,平阳站,5l0000D37700,"[120.585888,27.965853],[120.545104,27.625482]"
平阳站,福鼎站,5l0000D37700,"[120.545104,27.625482],[120.189114,27.282524]"
福鼎站,太姥山站,5l0000D37700,"[120.189114,27.282524],[120.223951,27.126617]"
太姥山站,福州南站,5l0000D37700,"[120.223951,27.126617],[119.390512,25.985417]"
福州南站,莆田站,5l0000D37700,"[119.390512,25.985417],[119.063708,25.350188]"
莆田站,泉州站,5l0000D37700,"[119.063708,25.350188],[118.567767,24.973049]"
泉州站,厦门北站,5l0000D37700,"[118.567767,24.973049],[118.074093,24.636125]"
厦门北站,漳州站,5l0000D37700,"[118.074093,24.636125],[117.71602,24.457696]"
漳州站,云霄站,5l0000D37700,"[117.71602,24.457696],[117.361203,23.891597]"
云霄站,潮汕站,5l0000D37700,"[117.361203,23.891597],[116.588171,23.539591]"
潮汕站,普宁站,5l0000D37700,"[116.588171,23.539591],[116.199408,23.266761]"
普宁站,陆丰站,5l0000D37700,"[116.199408,23.266761],[115.733312,22.947791]"
陆丰站,深圳北站,5l0000D37700,"[115.733312,22.947791],[114.029397,22.609756]"
上海虹桥站,金山北站,5l000G754941,"[121.320038,31.193987],[121.089477,30.89428]"
金山北站,嘉兴南站,5l000G754941,"[121.089477,30.89428],[120.799816,30.690975]"
嘉兴南站,余杭站,5l000G754941,"[120.799816,30.690975],[120.296609,30.380945]"
余杭站,杭州东站,5l000G754941,"[120.296609,30.380945],[120.213116,30.290998]"
杭州东站,绍兴东站,5l000G754941,"[120.213116,30.290998],[120.852957,30.054322]"
绍兴东站,宁波站,5l000G754941,"[120.852957,30.054322],[121.536807,29.861967]"
宁波站,三门县站,5l000G754941,"[121.536807,29.861967],[121.362831,29.055099]"
三门县站,台州站,5l000G754941,"[121.362831,29.055099],[121.289516,28.685767]"
台州站,雁荡山站,5l000G754941,"[121.289516,28.685767],[121.152033,28.341087]"
雁荡山站,温州南站,5l000G754941,"[121.152033,28.341087],[120.585888,27.965853]"
南京南站,瓦屋山站,5l000G768950,"[118.798147,31.968587],[119.273391,31.557936]"
瓦屋山站,宜兴站,5l000G768950,"[119.273391,31.557936],[119.813953,31.311544]"
宜兴站,湖州站,5l000G768950,"[119.813953,31.311544],[120.023796,30.862833]"
湖州站,杭州东站,5l000G768950,"[120.023796,30.862833],[120.213116,30.290998]"
杭州东站,绍兴北站,5l000G768950,"[120.213116,30.290998],[120.53841,30.099434]"
绍兴北站,余姚北站,5l000G768950,"[120.53841,30.099434],[121.168323,30.098002]"
余姚北站,宁波站,5l000G768950,"[121.168323,30.098002],[121.536807,29.861967]"
宁波站,宁海站,5l000G768950,"[121.536807,29.861967],[121.42031,29.336069]"
宁海站,台州站,5l000G768950,"[121.42031,29.336069],[121.289516,28.685767]"
台州站,温岭站,5l000G768950,"[121.289516,28.685767],[121.325743,28.479405]"
温岭站,温州南站,5l000G768950,"[121.325743,28.479405],[120.585888,27.965853]"
温州南站,苍南站,5l000G768950,"[120.585888,27.965853],[120.412051,27.527902]"
上海虹桥站,松江南站,5l000D3201B0,"[121.320038,31.193987],[121.229802,30.982871]"
松江南站,嘉兴南站,5l000D3201B0,"[121.229802,30.982871],[120.799816,30.690975]"
嘉兴南站,杭州东站,5l000D3201B0,"[120.799816,30.690975],[120.213116,30.290998]"
杭州东站,绍兴北站,5l000D3201B0,"[120.213116,30.290998],[120.53841,30.099434]"
绍兴北站,绍兴东站,5l000D3201B0,"[120.53841,30.099434],[120.852957,30.054322]"
绍兴东站,宁波站,5l000D3201B0,"[120.852957,30.054322],[121.536807,29.861967]"
宁波站,临海站,5l000D3201B0,"[121.536807,29.861967],[121.246539,28.880184]"
临海站,温岭站,5l000D3201B0,"[121.246539,28.880184],[121.325743,28.479405]"
温岭站,温州南站,5l000D3201B0,"[121.325743,28.479405],[120.585888,27.965853]"
温州南站,瑞安站,5l000D3201B0,"[120.585888,27.965853],[120.581982,27.76681]"
瑞安站,平阳站,5l000D3201B0,"[120.581982,27.76681],[120.545104,27.625482]"
平阳站,苍南站,5l000D3201B0,"[120.545104,27.625482],[120.412051,27.527902]"
苍南站,福安站,5l000D3201B0,"[120.412051,27.527902],[119.717304,26.833989]"
福安站,连江站,5l000D3201B0,"[119.717304,26.833989],[119.566780,26.193756]"
连江站,福州南站,5l000D3201B0,"[119.566780,26.193756],[119.390512,25.985417]"
福州南站,莆田站,5l000D3201B0,"[119.390512,25.985417],[119.063708,25.350188]"
莆田站,泉州站,5l000D3201B0,"[119.063708,25.350188],[118.567767,24.973049]"
泉州站,厦门北站,5l000D3201B0,"[118.567767,24.973049],[118.074093,24.636125]"
南京南站,江宁站,5l000D329541,"[118.798147,31.968587],[118.898927,31.93607]"
江宁站,溧阳站,5l000D329541,"[118.898927,31.93607],[119.502487,31.385845]"
溧阳站,宜兴站,5l000D329541,"[119.502487,31.385845],[119.813953,31.311544]"
宜兴站,长兴站,5l000D329541,"[119.813953,31.311544],[119.974234,31.041448]"
长兴站,湖州站,5l000D329541,"[119.974234,31.041448],[120.023796,30.862833]"
湖州站,德清站,5l000D329541,"[120.023796,30.862833],[120.060345,30.544692]"
德清站,杭州东站,5l000D329541,"[120.060345,30.544692],[120.213116,30.290998]"
杭州东站,绍兴北站,5l000D329541,"[120.213116,30.290998],[120.53841,30.099434]"
绍兴北站,绍兴东站,5l000D329541,"[120.53841,30.099434],[120.852957,30.054322]"
绍兴东站,余姚北站,5l000D329541,"[120.852957,30.054322],[121.168323,30.098002]"
余姚北站,宁波站,5l000D329541,"[121.168323,30.098002],[121.536807,29.861967]"
宁波站,奉化站,5l000D329541,"[121.536807,29.861967],[121.464575,29.627988]"
奉化站,三门县站,5l000D329541,"[121.464575,29.627988],[121.362831,29.055099]"
三门县站,台州站,5l000D329541,"[121.362831,29.055099],[121.289516,28.685767]"
台州站,永嘉站,5l000D329541,"[121.289516,28.685767],[120.695412,28.069463]"
永嘉站,温州南站,5l000D329541,"[120.695412,28.069463],[120.585888,27.965853]"
温州南站,平阳站,5l000D329541,"[120.585888,27.965853],[120.545104,27.625482]"
平阳站,福鼎站,5l000D329541,"[120.545104,27.625482],[120.189114,27.282524]"
福鼎站,宁德站,5l000D329541,"[120.189114,27.282524],[119.583257,26.668927]"
宁德站,福州南站,5l000D329541,"[119.583257,26.668927],[119.390512,25.985417]"
福州南站,涵江站,5l000D329541,"[119.390512,25.985417],[119.176026,25.491817]"
涵江站,莆田站,5l000D329541,"[119.176026,25.491817],[119.063708,25.350188]"
莆田站,泉州站,5l000D329541,"[119.063708,25.350188],[118.567767,24.973049]"
泉州站,厦门北站,5l000D329541,"[118.567767,24.973049],[118.074093,24.636125]"
厦门北站,南靖站,5l000D329541,"[118.074093,24.636125],[117.449294,24.579074]"
南靖站,龙岩站,5l000D329541,"[117.449294,24.579074],[117.007704,25.09663]"
徐州东站,蚌埠南站,5l000G766550,"[117.305076,34.267673],[117.441475,32.901917]"
蚌埠南站,南京南站,5l000G766550,"[117.441475,32.901917],[118.798147,31.968587]"
南京南站,句容西站,5l000G766550,"[118.798147,31.968587],[118.980216,31.832919]"
句容西站,宜兴站,5l000G766550,"[118.980216,31.832919],[119.813953,31.311544]"
宜兴站,长兴站,5l000G766550,"[119.813953,31.311544],[119.974234,31.041448]"
长兴站,湖州站,5l000G766550,"[119.974234,31.041448],[120.023796,30.862833]"
湖州站,杭州东站,5l000G766550,"[120.023796,30.862833],[120.213116,30.290998]"
杭州东站,绍兴北站,5l000G766550,"[120.213116,30.290998],[120.53841,30.099434]"
绍兴北站,余姚北站,5l000G766550,"[120.53841,30.099434],[121.168323,30.098002]"
余姚北站,宁波站,5l000G766550,"[121.168323,30.098002],[121.536807,29.861967]"
宁波站,宁海站,5l000G766550,"[121.536807,29.861967],[121.42031,29.336069]"
宁海站,台州站,5l000G766550,"[121.42031,29.336069],[121.289516,28.685767]"
台州站,温岭站,5l000G766550,"[121.289516,28.685767],[121.325743,28.479405]"
温岭站,温州南站,5l000G766550,"[121.325743,28.479405],[120.585888,27.965853]"
南京南站,镇江南站,5l000G750503,"[118.798147,31.968587],[119.424373,32.152414]"
镇江南站,常州北站,5l000G750503,"[119.424373,32.152414],[119.955457,31.85349]"
常州北站,无锡东站,5l000G750503,"[119.955457,31.85349],[120.460118,31.597155]"
无锡东站,苏州北站,5l000G750503,"[120.460118,31.597155],[120.644312,31.421561]"
苏州北站,昆山南站,5l000G750503,"[120.644312,31.421561],[120.950871,31.353131]"
昆山南站,上海虹桥站,5l000G750503,"[120.950871,31.353131],[121.320038,31.193987]"
上海虹桥站,嘉兴南站,5l000G750503,"[121.320038,31.193987],[120.799816,30.690975]"
嘉兴南站,杭州东站,5l000G750503,"[120.799816,30.690975],[120.213116,30.290998]"
杭州东站,绍兴北站,5l000G750503,"[120.213116,30.290998],[120.53841,30.099434]"
绍兴北站,余姚北站,5l000G750503,"[120.53841,30.099434],[121.168323,30.098002]"
余姚北站,宁波站,5l000G750503,"[121.168323,30.098002],[121.536807,29.861967]"
南京站,丹阳站,54000D312540,"[118.797513,32.087122],[119.592869,32.001665]"
丹阳站,常州站,54000D312540,"[119.592869,32.001665],[119.973242,31.785213]"
常州站,无锡站,54000D312540,"[119.973242,31.785213],[120.306388,31.587908]"
无锡站,苏州站,54000D312540,"[120.306388,31.587908],[120.610855,31.329669]"
苏州站,昆山南站,54000D312540,"[120.610855,31.329669],[120.950871,31.353131]"
昆山南站,上海虹桥站,54000D312540,"[120.950871,31.353131],[121.320038,31.193987]"
上海虹桥站,嘉善南站,54000D312540,"[121.320038,31.193987],[120.935551,30.788447]"
嘉善南站,嘉兴南站,54000D312540,"[120.935551,30.788447],[120.799816,30.690975]"
嘉兴南站,桐乡站,54000D312540,"[120.799816,30.690975],[120.567388,30.537336]"
桐乡站,杭州东站,54000D312540,"[120.567388,30.537336],[120.213116,30.290998]"
杭州东站,绍兴北站,54000D312540,"[120.213116,30.290998],[120.53841,30.099434]"
绍兴北站,余姚北站,54000D312540,"[120.53841,30.099434],[121.168323,30.098002]"
余姚北站,宁波站,54000D312540,"[121.168323,30.098002],[121.536807,29.861967]"
宁波站,台州站,54000D312540,"[121.536807,29.861967],[121.289516,28.685767]"
台州站,乐清站,54000D312540,"[121.289516,28.685767],[120.859144,28.084415]"
乐清站,温州南站,54000D312540,"[120.859144,28.084415],[120.585888,27.965853]"
温州南站,瑞安站,54000D312540,"[120.585888,27.965853],[120.581982,27.76681]"
瑞安站,苍南站,54000D312540,"[120.581982,27.76681],[120.412051,27.527902]"
苍南站,霞浦站,54000D312540,"[120.412051,27.527902],[120.032435,26.909366]"
霞浦站,连江站,54000D312540,"[120.032435,26.909366],[119.566780,26.193756]"
连江站,福州南站,54000D312540,"[119.566780,26.193756],[119.390512,25.985417]"
福州南站,莆田站,54000D312540,"[119.390512,25.985417],[119.063708,25.350188]"
莆田站,泉州站,54000D312540,"[119.063708,25.350188],[118.567767,24.973049]"
泉州站,厦门北站,54000D312540,"[118.567767,24.973049],[118.074093,24.636125]"
厦门北站,漳浦站,54000D312540,"[118.074093,24.636125],[117.563391,24.095818]"
漳浦站,诏安站,54000D312540,"[117.563391,24.095818],[117.098137,23.771251]"
诏安站,潮汕站,54000D312540,"[117.098137,23.771251],[116.588171,23.539591]"
潮汕站,陆丰站,54000D312540,"[116.588171,23.539591],[115.733312,22.947791]"
陆丰站,惠州南站,54000D312540,"[115.733312,22.947791],[114.492213,22.78464]"
惠州南站,深圳北站,54000D312540,"[114.492213,22.78464],[114.029397,22.609756]"
上海虹桥站,松江南站,5l000D228521,"[121.320038,31.193987],[121.229802,30.982871]"
松江南站,嘉兴南站,5l000D228521,"[121.229802,30.982871],[120.799816,30.690975]"
嘉兴南站,余杭站,5l000D228521,"[120.799816,30.690975],[120.296609,30.380945]"
余杭站,杭州东站,5l000D228521,"[120.296609,30.380945],[120.213116,30.290998]"
杭州东站,绍兴北站,5l000D228521,"[120.213116,30.290998],[120.53841,30.099434]"
绍兴北站,余姚北站,5l000D228521,"[120.53841,30.099434],[121.168323,30.098002]"
余姚北站,宁波站,5l000D228521,"[121.168323,30.098002],[121.536807,29.861967]"
宁波站,三门县站,5l000D228521,"[121.536807,29.861967],[121.362831,29.055099]"
三门县站,台州站,5l000D228521,"[121.362831,29.055099],[121.289516,28.685767]"
台州站,温岭站,5l000D228521,"[121.289516,28.685767],[121.325743,28.479405]"
温岭站,绅坊站,5l000D228521,"[121.325743,28.479405],[120.991846,28.196595]"
绅坊站,温州南站,5l000D228521,"[120.991846,28.196595],[120.585888,27.965853]"
